timestamp,date,time,mq2_ratio,mq135_ratio,mq7_ratio,mq2_ppm,mq135_ppm,mq7_ppm,prediction,label_name
2026-05-04T08:28:47.366895,2026-05-04,08:28:47,4.317,1.8799,12.0728,5.84,3.63,1.22,1,Low Gas
2026-05-04T08:28:49.914773,2026-05-04,08:28:49,4.3582,1.9301,12.7098,5.69,3.43,0.91,1,Low Gas
2026-05-04T08:28:52.717473,2026-05-04,08:28:52,4.4944,2.0031,13.5495,5.2,3.15,0.62,1,Low Gas
2026-05-04T08:28:54.991264,2026-05-04,08:28:54,4.4944,2.0288,14.1951,5.2,3.06,0.46,1,Low Gas
2026-05-04T08:28:57.441467,2026-05-04,08:28:57,4.4683,2.0729,14.6589,5.29,2.91,0.37,1,Low Gas
2026-05-04T08:28:59.844498,2026-05-04,08:28:59,4.3665,2.0447,14.6589,5.66,3.0,0.37,1,Low Gas
2026-05-04T08:29:02.623439,2026-05-04,08:29:02,4.4425,2.0851,15.1525,5.38,2.87,0.29,1,Low Gas
2026-05-04T08:29:05.352355,2026-05-04,08:29:05,4.4597,2.1452,15.8622,5.32,2.68,0.21,1,Low Gas
2026-05-04T08:29:07.648024,2026-05-04,08:29:07,4.5833,2.1537,16.1449,4.9,2.65,0.19,1,Low Gas
2026-05-04T08:29:10.162749,2026-05-04,08:29:10,4.5032,2.218,16.7403,5.17,2.46,0.14,1,Low Gas
2026-05-04T08:29:12.365429,2026-05-04,08:29:12,4.5296,2.2312,16.8437,5.08,2.42,0.14,1,Low Gas
2026-05-04T08:29:14.874724,2026-05-04,08:29:14,4.4,2.2356,16.6382,5.53,2.41,0.15,1,Low Gas
2026-05-04T08:29:17.081217,2026-05-04,08:29:17,4.4511,2.2444,17.7166,5.35,2.39,0.09,1,Low Gas
2026-05-04T08:29:19.571668,2026-05-04,08:29:19,4.5653,2.28,18.4305,4.96,2.29,0.07,1,Low Gas
2026-05-04T08:29:21.796642,2026-05-04,08:29:21,4.5032,2.2913,18.9379,5.17,2.26,0.05,1,Low Gas
2026-05-04T08:29:24.048642,2026-05-04,08:29:24,4.5833,2.3209,19.8938,4.9,2.19,0.03,1,Low Gas
2026-05-04T08:29:26.534558,2026-05-04,08:29:26,4.6197,2.3509,19.8938,4.79,2.11,0.03,1,Low Gas
2026-05-04T08:29:29.014338,2026-05-04,08:29:29,4.4683,2.3789,19.8938,5.29,2.04,0.03,1,Low Gas
2026-05-04T08:29:31.669202,2026-05-04,08:29:31,4.6014,2.3907,18.9379,4.85,2.02,0.05,1,Low Gas
2026-05-04T08:29:34.117895,2026-05-04,08:29:34,4.4339,2.4026,19.8938,5.41,1.99,0.03,1,Low Gas
2026-05-04T08:29:36.357539,2026-05-04,08:29:36,4.5923,2.3931,20.6355,4.87,2.01,0.02,1,Low Gas
2026-05-04T08:29:38.838579,2026-05-04,08:29:38,4.4944,2.405,19.8938,5.2,1.98,0.03,1,Low Gas
2026-05-04T08:29:41.706882,2026-05-04,08:29:41,4.6014,2.4507,20.038,4.85,1.88,0.03,1,Low Gas
2026-05-04T08:29:43.888663,2026-05-04,08:29:43,4.5923,2.4556,20.1842,4.87,1.87,0.03,1,Low Gas
2026-05-04T08:29:46.260102,2026-05-04,08:29:46,4.6014,2.4679,21.5991,4.85,1.85,0.02,1,Low Gas
2026-05-04T08:29:48.468871,2026-05-04,08:29:48,4.4511,2.4679,21.7682,5.35,1.85,0.01,1,Low Gas
2026-05-04T08:29:51.087967,2026-05-04,08:29:51,4.6381,2.4802,22.2913,4.73,1.82,0.01,1,Low Gas
2026-05-04T08:29:53.586317,2026-05-04,08:29:53,4.4339,2.4703,20.6355,5.41,1.84,0.02,1,Low Gas
2026-05-04T08:29:56.338812,2026-05-04,08:29:56,4.5923,2.515,21.1067,4.87,1.75,0.02,1,Low Gas
2026-05-04T08:29:58.666142,2026-05-04,08:29:58,4.5833,2.4975,21.9399,4.9,1.78,0.01,1,Low Gas
2026-05-04T08:30:01.254082,2026-05-04,08:30:01,4.6381,2.505,22.4711,4.73,1.77,0.01,1,Low Gas
2026-05-04T08:30:03.921451,2026-05-04,08:30:03,4.6473,2.5326,21.5991,4.7,1.71,0.02,1,Low Gas
2026-05-04T08:30:06.487664,2026-05-04,08:30:06,4.7319,2.5402,23.0278,4.45,1.7,0.01,1,Low Gas
2026-05-04T08:30:09.234427,2026-05-04,08:30:09,4.7034,2.6255,24.2255,4.53,1.54,0.0,1,Low Gas
2026-05-04T08:30:11.895596,2026-05-04,08:30:11,4.6473,2.576,23.4141,4.7,1.63,0.01,1,Low Gas
2026-05-04T08:30:14.236171,2026-05-04,08:30:14,4.694,2.5606,23.2194,4.56,1.66,0.01,1,Low Gas
2026-05-04T08:30:16.713031,2026-05-04,08:30:16,4.694,2.576,24.2255,4.56,1.63,0.0,1,Low Gas
2026-05-04T08:30:19.486385,2026-05-04,08:30:19,4.6105,2.5734,24.0175,4.82,1.63,0.0,1,Low Gas
2026-05-04T08:30:22.047024,2026-05-04,08:30:22,4.5385,2.6045,25.0933,5.05,1.58,0.0,1,Low Gas
2026-05-04T08:30:24.395668,2026-05-04,08:30:24,4.5923,2.5941,24.2255,4.87,1.6,0.0,1,Low Gas
2026-05-04T08:30:26.958874,2026-05-04,08:30:26,4.477,2.6124,25.5503,5.26,1.56,0.0,1,Low Gas
2026-05-04T08:30:29.425300,2026-05-04,08:30:29,4.6014,2.6467,23.4141,4.85,1.5,0.01,1,Low Gas
2026-05-04T08:30:31.859745,2026-05-04,08:30:31,4.7224,2.6467,25.3198,4.47,1.5,0.0,1,Low Gas
2026-05-04T08:30:34.282293,2026-05-04,08:30:34,4.5653,2.615,23.4141,4.96,1.56,0.01,1,Low Gas
2026-05-04T08:30:36.541726,2026-05-04,08:30:36,4.7511,2.644,25.5503,4.39,1.51,0.0,1,Low Gas
2026-05-04T08:30:38.801001,2026-05-04,08:30:38,4.7319,2.6654,24.0175,4.45,1.47,0.0,1,Low Gas
2026-05-04T08:30:41.290059,2026-05-04,08:30:41,4.5296,2.6869,26.2669,5.08,1.43,0.0,1,Low Gas
2026-05-04T08:30:43.745187,2026-05-04,08:30:43,4.6197,2.6627,24.2255,4.79,1.47,0.0,1,Low Gas
2026-05-04T08:30:45.986433,2026-05-04,08:30:45,4.6289,2.6734,24.2255,4.76,1.46,0.0,1,Low Gas
2026-05-04T08:30:48.211235,2026-05-04,08:30:48,4.6197,2.6923,25.5503,4.79,1.43,0.0,1,Low Gas
2026-05-04T08:30:50.618639,2026-05-04,08:30:50,4.5032,2.6978,23.8131,5.17,1.42,0.01,1,Low Gas
2026-05-04T08:30:52.917013,2026-05-04,08:30:52,4.4944,2.6654,24.652,5.2,1.47,0.0,1,Low Gas
2026-05-04T08:30:55.396912,2026-05-04,08:30:55,4.6566,2.668,25.7849,4.67,1.47,0.0,1,Low Gas
2026-05-04T08:30:57.837040,2026-05-04,08:30:57,4.5833,2.7114,25.5503,4.9,1.39,0.0,1,Low Gas
2026-05-04T08:31:00.337001,2026-05-04,08:31:00,4.7129,2.7005,24.4369,4.5,1.41,0.0,1,Low Gas
2026-05-04T08:31:02.553244,2026-05-04,08:31:02,4.5563,2.7141,25.3198,4.99,1.39,0.0,1,Low Gas
2026-05-04T08:31:05.041025,2026-05-04,08:31:05,4.6014,2.6627,26.2669,4.85,1.47,0.0,1,Low Gas
2026-05-04T08:31:07.252833,2026-05-04,08:31:07,4.6014,2.7032,24.4369,4.85,1.41,0.0,1,Low Gas
